identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,description_clean,prediction,true_num,pred_num,error
NWS-130404-690844,2014-01-01T21:23:11.000Z,Actual,Alert,NWS Kansas City/Pleasant HIll MO,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued January 1 at 3:23PM CST by NWS Kansas City/Pleasant HIll MO,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
WED JAN 01  MODERATE    4  *                            M    M    M  
THU JAN 02  LOW         2  *   L    L    L    L    L    L    L    L  
FRI JAN 03  MODERATE    7  *   L    L    L    L    M    M    M    M  
SAT JAN 04  MODERATE    4  *   M    M    L    L    L    L    M    L  
SUN JAN 05  LOW         2  *   L    L    L    L    L    L    L    L  
MON JAN 06  MODERATE    3  *   L    L    L    L    M    M    L    L",,Leavenworth,2014-01-01,21:23:11,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm wed jan 01 moderate 4 * m m m thu jan 02 low 2 * l l l l l l l l fri jan 03 moderate 7 * l l l l m m m m sat jan 04 moderate 4 * m m l l l l m l sun jan 05 low 2 * l l l l l l l l mon jan 06 moderate 3 * l l l l m m l l,Minor,2,1,-1
NWS-IDP-PROD-4259245-3588922,2020-06-06T22:12:00.000Z,Actual,Update,NWS Pueblo CO,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 6 at 4:12PM MDT until June 6 at 4:15PM MDT by NWS Pueblo CO,"The storm which prompted the warning has weakened below severe
limits, and no longer poses an immediate threat to life or property.
Therefore, the warning will be allowed to expire.  However gusty
winds are still possible with this thunderstorm.

A Severe Thunderstorm Watch remains in effect until 800 PM MDT for
east central Colorado.",,"El Paso, CO",2020-06-06,22:12:00,"the storm which prompted the warning has weakened below severe limits, and no longer poses an immediate threat to life or property. therefore, the warning will be allowed to expire. however gusty winds are still possible with this thunderstorm. a severe thunderstorm watch remains in effect until 800 pm mdt for east central colorado.",Minor,3,1,-2
NWS-130404-689406,2013-12-31T21:15:25.000Z,Actual,Alert,NWS Wichita KS,Extreme Fire Danger,['Prepare'],Expected,Moderate,Likely,Extreme Fire Danger issued December 31 at 3:15PM CST by NWS Wichita KS,"THE GFDI DOES NOT ACCOUNT FOR PRECIPITATION THAT OCCURS WITHIN
THE HOUR PRECEDING ANY GIVEN FORECAST HOUR BELOW OR ANY SNOW ON
THE GROUND AT THE FORECAST HOUR. PLEASE MAKE APPROPRIATE ADJUSTMENTS.(ALL TIME REFERENCES ARE IN CST)

DAY/DATE      24HR INDEX   *  MID  3AM  6AM  9AM NOON  3PM  6PM  9PM
TUE DEC 31  HIGH       17  *                            H    H    M  
WED JAN 01  MODERATE    6  *   L    L    L    L    M    M    M    M  
THU JAN 02  LOW         2  *   L    L    L    L    L    L    L    L  
FRI JAN 03  HIGH       14  *   L    L    L    M    M    H    M    M  
SAT JAN 04  MODERATE    5  *   M    M    L    L    L    L    L    L  
SUN JAN 05  LOW         1  *   L    L    L    L    L    L    L    L",,Butler,2013-12-31,21:15:25,the gfdi does not account for precipitation that occurs within the hour preceding any given forecast hour below or any snow on the ground at the forecast hour. please make appropriate adjustments.(all time references are in cst) day/date 24hr index * mid 3am 6am 9am noon 3pm 6pm 9pm tue dec 31 high 17 * h h m wed jan 01 moderate 6 * l l l l m m m m thu jan 02 low 2 * l l l l l l l l fri jan 03 high 14 * l l l m m h m m sat jan 04 moderate 5 * m m l l l l l l sun jan 05 low 1 * l l l l l l l l,Minor,2,1,-1
NWS-IDP-PROD-4253466,2020-06-04T20:30:00.000Z,Actual,Alert,NWS Louisville KY,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 4 at 3:30PM CDT by NWS Louisville KY,"At 330 PM CDT, a strong thunderstorm was located 10 miles east of
Morgantown, moving northeast at 25 mph.

Winds in excess of 40 mph are possible with this storm.

Locations impacted include...
Lee, Caneyville, Woodbury, Roundhill, Black Gold, Broadway, Brooklyn,
Sadler, Nash and Sunfish.

Torrential rainfall is also occurring with this storm, and may cause
localized flooding. Do not drive your vehicle through flooded
roadways.",,Grayson; Butler; Edmonson,2020-06-04,20:30:00,"at 330 pm cdt, a strong thunderstorm was located 10 miles east of morgantown, moving northeast at 25 mph. winds in excess of 40 mph are possible with this storm. locations impacted include... lee, caneyville, woodbury, roundhill, black gold, broadway, brooklyn, sadler, nash and sunfish. torrential rainfall is also occurring with this storm, and may cause localized flooding. do not drive your vehicle through flooded roadways.",Severe,2,3,1
NWS-IDP-PROD-4256499,2020-06-05T21:31:00.000Z,Actual,Alert,NWS Salt Lake City UT,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 5 at 3:31PM MDT by NWS Salt Lake City UT,"At 330 PM MDT, National Weather Service Doppler radar indicated
showers capable of producing gusty winds 25 miles southwest of
Milford...moving north at 45 mph.

Wind gusts up to 50 mph will be possible.

Locations impacted include...
Beaver, Milford, Enoch, Parowan, Paragonah, Kanosh, Cove Fort,
Summit, Minersville, Indian Peak Management Range, Manderfield,
Modena, Adamsville, Hamlin Valley, Black Rock, Hatton, Woods
Reservoir and Lund.

This includes the following highways...
Interstate 15 between mile markers 67 and 153.
Interstate 70 between mile markers 0 and 7.
Utah Route 21 between mile markers 10 and 107.
Utah Route 56 between mile markers 5 and 16.","If threatening weather approaches, take shelter in a sturdy building.

Strong winds with these storms may occur well ahead of any rain or
lightning. Do not wait for the sound of thunder before taking cover.
SEEK SHELTER IMMEDIATELY inside a sturdy structure and stay away from
windows.",West Central Utah; Southwest Utah; Southern Utah Mountains; Central and Southwest Mountains,2020-06-05,21:31:00,"at 330 pm mdt, national weather service doppler radar indicated showers capable of producing gusty winds 25 miles southwest of milford...moving north at 45 mph. wind gusts up to 50 mph will be possible. locations impacted include... beaver, milford, enoch, parowan, paragonah, kanosh, cove fort, summit, minersville, indian peak management range, manderfield, modena, adamsville, hamlin valley, black rock, hatton, woods reservoir and lund. this includes the following highways... interstate 15 between mile markers 67 and 153. interstate 70 between mile markers 0 and 7. utah route 21 between mile markers 10 and 107. utah route 56 between mile markers 5 and 16.",Severe,2,3,1
NWS-130404-688318-475995,2013-12-31T02:59:35.000Z,Actual,Update,NWS Caribou ME,Wind Chill Advisory,['Prepare'],Expected,Moderate,Likely,Wind Chill Advisory issued December 30 at 9:59PM EST expiring December 31 at 6:00AM EST by NWS Caribou ME,"A WIND CHILL ADVISORY REMAINS IN EFFECT UNTIL 6 AM EST TUESDAY.

* LOCATIONS...NORTH CENTRAL AND EASTERN MAINE.

* TEMPERATURES...LOWS TONIGHT AROUND 10 BELOW.

* WINDS...NORTHWEST WINDS 10 TO 15 MPH.

* WIND CHILL READINGS...20 TO 25 BELOW.","A WIND CHILL ADVISORY MEANS THAT VERY COLD AIR AND STRONG WINDS
WILL COMBINE TO GENERATE LOW WIND CHILLS. THIS WILL RESULT IN
FROST BITE AND LEAD TO HYPOTHERMIA IF PRECAUTIONS ARE NOT TAKEN.
IF YOU MUST VENTURE OUTDOORS...WEAR A WARM COAT AND GLOVES AND
COVER YOUR HEAD. STAY TUNED TO NOAA WEATHER RADIO OR YOUR
FAVORITE SOURCE OF WEATHER INFORMATION FOR THE LATEST UPDATES.
ADDITIONAL DETAILS CAN ALSO BE FOUND AT WWW.WEATHER.GOV/CAR.

",Piscataquis; Aroostook; Penobscot,2013-12-31,02:59:35,a wind chill advisory remains in effect until 6 am est tuesday. * locations...north central and eastern maine. * temperatures...lows tonight around 10 below. * winds...northwest winds 10 to 15 mph. * wind chill readings...20 to 25 below.,Moderate,2,2,0
NWS-IDP-PROD-4254368-3585702,2020-06-05T01:17:00.000Z,Actual,Update,NWS Dodge City KS,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 4 at 8:17PM CDT until June 4 at 9:00PM CDT by NWS Dodge City KS,"At 816 PM CDT, a severe thunderstorm was located near Hickok, moving
southeast at 15 mph.

HAZARD...Ping pong ball size hail and 60 mph wind gusts.

SOURCE...Emergency management. Emergency management reported quarter
size hail 3 miles east of Ulysses with this storm.

IMPACT...People and animals outdoors will be injured. Expect hail
damage to roofs, siding, windows, and vehicles. Expect wind
damage to roofs, siding, and trees.

Locations impacted include...
Ulysses, Sublette, Satanta, Moscow, Ryus, Cave and Hickok.","For your protection move to an interior room on the lowest floor of a
building.

Continuous cloud to ground lightning is occurring with this storm.
Move indoors immediately. Lightning is one of nature's leading
killers. Remember, if you can hear thunder, you are close enough to
be struck by lightning.

Torrential rainfall is occurring with this storm, and may lead to
flash flooding. Do not drive your vehicle through flooded roadways.","Haskell, KS; Stevens, KS; Grant, KS",2020-06-05,01:17:00,"at 816 pm cdt, a severe thunderstorm was located near hickok, moving southeast at 15 mph. hazard...ping pong ball size hail and 60 mph wind gusts. source...emergency management. emergency management reported quarter size hail 3 miles east of ulysses with this storm. impact...people and animals outdoors will be injured. expect hail damage to roofs, siding, windows, and vehicles. expect wind damage to roofs, siding, and trees. locations impacted include... ulysses, sublette, satanta, moscow, ryus, cave and hickok.",Severe,3,3,0
NWS-IDP-PROD-4257930-3588032,2020-06-06T14:14:00.000Z,Actual,Update,NWS Charleston SC,Flood Warning,['Avoid'],Immediate,Severe,Observed,Flood Warning issued June 6 at 10:14AM EDT by NWS Charleston SC,"The Flood Warning continues for
The Santee River near Jamestown.
* At 9 AM Saturday the stage was 16.2 feet.
* Flood stage is 10.0 feet.
* Minor flooding is occurring.
* Forecast, the river will remain nearly steady or slowly fall.
* At 16.0 feet, water surrounds the residence at the end of Harris
Landing Road and the adjacent boat ramp is inaccessible.",,"Williamsburg, SC; Berkeley, SC; Georgetown, SC",2020-06-06,14:14:00,"the flood warning continues for the santee river near jamestown. * at 9 am saturday the stage was 16.2 feet. * flood stage is 10.0 feet. * minor flooding is occurring. * forecast, the river will remain nearly steady or slowly fall. * at 16.0 feet, water surrounds the residence at the end of harris landing road and the adjacent boat ramp is inaccessible.",Severe,3,3,0
NWS-130404-692413-479034,2014-01-02T18:45:07.000Z,Actual,Alert,NWS Jacksonville FL,Lake Wind Advisory,['Execute'],Expected,Moderate,Likely,Lake Wind Advisory issued January 2 at 1:37PM EST expiring January 3 at 5:00AM EST by NWS Jacksonville FL,"THE NATIONAL WEATHER SERVICE IN JACKSONVILLE HAS ISSUED A LAKE
WIND ADVISORY...WHICH IS IN EFFECT FROM 9 PM THIS EVENING TO 5 AM
EST FRIDAY. 

* WINDS...NORTHWEST 20 MPH WITH GUSTS UP TO 30 TO 35 MPH.

* IMPACTS...BOATERS SHOULD AVOID OPEN WATER AND STAY CLOSE TO  SHORE
  IN WIND PROTECTED INLETS. HIGH PROFILE VEHICLES SHOULD USE EXTRA
  CAUTION WHEN TRAVELING AS WELL.","A LAKE WIND ADVISORY IS ISSUED WHEN SUSTAINED WINDS OF 20 TO
25 MPH OR GUSTS OF 30 TO 39 MPH ARE EXPECTED. SMALL BOATS WILL BE
ESPECIALLY PRONE TO CAPSIZING. BOATERS IN THE ADVISORY AREA
SHOULD AVOID OPEN WATER AND STAY CLOSE TO SHORE IN WIND PROTECTED
INLETS. HIGH PROFILE VEHICLES SHOULD USE EXTRA CAUTION WHEN
TRAVELING AS WELL.

",Flagler; St. Johns; Marion; Camden; Duval; Glynn; McIntosh; Clay; Putnam,2014-01-02,18:45:07,the national weather service in jacksonville has issued a lake wind advisory...which is in effect from 9 pm this evening to 5 am est friday. * winds...northwest 20 mph with gusts up to 30 to 35 mph. * impacts...boaters should avoid open water and stay close to shore in wind protected inlets. high profile vehicles should use extra caution when traveling as well.,Moderate,2,2,0
NWS-130404-698379-484931,2014-01-05T15:21:47.000Z,Actual,Alert,NWS Blacksburg VA,Winter Storm Warning,['Prepare'],Expected,Severe,Likely,Winter Storm Warning issued January 5 at 10:19AM EST expiring January 6 at 7:00PM EST by NWS Blacksburg VA,"...EXPECT A LIGHT GLAZE IN COLDER VALLEYS THROUGH NOON TODAY...
 .A WEAK WARM FRONT TO OUR SOUTH WILL KEEP SPREADING SOME VERY
LIGHT PRECIPITATION ACROSS THE REGION TODAY...MAINLY EAST OF THE
BLUE RIDGE. SOME TEMPERATURES IN COLDER MOUNTAINS
VALLEYS...GENERALLY NORTH OF U.S. 460...AS WELL AS IN THE
FOOTHILLS AND PIEDMONT...WILL REMAIN AT OR JUST BELOW FREEZING
THROUGH ABOUT NOON TODAY. SOME GROUND TEMPERATURES MAY ALSO STILL
BE BELOW FREEZING. THEREFORE LIGHT GLAZING OF ICE ON SOME ROADS
AND SIDE WALKS IS STILL LIKELY THROUGH ABOUT NOON IN THESE AREAS.

AN ARCTIC FRONT WILL MOVE THROUGH THE MID ATLANTIC REGION LATE
SUNDAY NIGHT AND EARLY MONDAY. THIS FRONT WILL BRING SNOW SHOWERS
TO THE MOUNTAINS SHORTLY AFTER MIDNIGHT MONDAY...BUT MORE
IMPORTANTLY...THIS FRONT WILL BE THE TRANSITION TO A FRIGID
AIRMASS...THAT WILL BRING BITTER COLD...AND DANGEROUS WIND CHILLS
TO THE AREA MONDAY NIGHT AND TUESDAY....WIND CHILL WARNING REMAINS IN EFFECT FROM 5 PM MONDAY TO 3 PM
EST TUESDAY...
...FREEZING RAIN ADVISORY IS CANCELLED...

THE NATIONAL WEATHER SERVICE IN BLACKSBURG HAS CANCELLED THE
FREEZING RAIN ADVISORY.

* LOCATIONS...THE MOUNTAINS OF NORTHWEST NORTH CAROLINA AND
  SOUTHWEST VIRGINIA. MAINLY WESTERN SLOPES FOR THE WINTER STORM
  WARNING.

* HAZARD TYPES...SNOW AND BLOWING SNOW IS EXPECTED EARLY MONDAY.
  DANGEROUS WIND CHILLS LATE MONDAY THROUGH TUESDAY.

* ACCUMULATIONS...SNOW ACCUMULATION OF 2 TO 5 INCHES EARLY
  MONDAY.

* TIMING...BITTER COLD TEMPERATURES WILL ARRIVE MONDAY WITH
  DANGEROUS WIND CHILLS MONDAY NIGHT AND TUESDAY MORNING.

* IMPACTS...A COATING OF NEW SNOW WILL IMPACT TRAVEL AGAIN EARLY
  MONDAY MORNING. SEVERE COLD MAY RESULT IN FROZEN WATER PIPES
  MONDAY NIGHT AND TUESDAY...AND WILL BE A DANGER TO EXPOSED SKIN.

* WINDS...WEST 15 TO 25 MPH WITH GUSTS UP TO 55 MPH.

* WIND CHILL...AS LOW AS 33 BELOW TUESDAY MORNING DUE TO 
  TEMPERATURES 8 BELOW ZERO...AND WINDS WEST 15 TO 25 MPH WITH 
  GUSTS UP TO 45 MPH.","A WINTER STORM WARNING FOR HEAVY SNOW MEANS SEVERE WINTER WEATHER
CONDITIONS ARE EXPECTED OR OCCURRING. SIGNIFICANT AMOUNTS OF SNOW
ARE FORECAST THAT WILL MAKE TRAVEL DANGEROUS. ONLY TRAVEL IN AN
EMERGENCY. IF YOU MUST TRAVEL...KEEP AN EXTRA FLASHLIGHT...FOOD...
AND WATER IN YOUR VEHICLE IN CASE OF AN EMERGENCY.

A WIND CHILL WARNING MEANS THE COMBINATION OF VERY COLD AIR AND
STRONG WINDS WILL CREATE DANGEROUSLY LOW WIND CHILL VALUES. THIS
WILL RESULT IN FROST BITE AND LEAD TO HYPOTHERMIA IF PRECAUTIONS
ARE NOT TAKEN.

",Ashe; Watauga; Grayson,2014-01-05,15:21:47,...expect a light glaze in colder valleys through noon today... .a weak warm front to our south will keep spreading some very light precipitation across the region today...mainly east of the blue ridge. some temperatures in colder mountains valleys...generally north of u.s. 460...as well as in the foothills and piedmont...will remain at or just below freezing through about noon today. some ground temperatures may also still be below freezing. therefore light glazing of ice on some roads and side walks is still likely through about noon in these areas. an arctic front will move through the mid atlantic region late sunday night and early monday. this front will bring snow showers to the mountains shortly after midnight monday...but more importantly...this front will be the transition to a frigid airmass...that will bring bitter cold...and dangerous wind chills to the area monday night and tuesday....wind chill warning remains in effect from 5 pm monday to 3 pm est tuesday... ...freezing rain advisory is cancelled... the national weather service in blacksburg has cancelled the freezing rain advisory. * locations...the mountains of northwest north carolina and southwest virginia. mainly western slopes for the winter storm warning. * hazard types...snow and blowing snow is expected early monday. dangerous wind chills late monday through tuesday. * accumulations...snow accumulation of 2 to 5 inches early monday. * timing...bitter cold temperatures will arrive monday with dangerous wind chills monday night and tuesday morning. * impacts...a coating of new snow will impact travel again early monday morning. severe cold may result in frozen water pipes monday night and tuesday...and will be a danger to exposed skin. * winds...west 15 to 25 mph with gusts up to 55 mph. * wind chill...as low as 33 below tuesday morning due to temperatures 8 below zero...and winds west 15 to 25 mph with gusts up to 45 mph.,Severe,3,3,0
NWS-130404-699405-486275,2014-01-06T00:54:51.000Z,Actual,Update,NWS Des Moines IA,Wind Chill Warning,['Prepare'],Expected,Severe,Likely,Wind Chill Warning issued January 5 at 6:54PM CST expiring January 7 at 12:00PM CST by NWS Des Moines IA,".AN EXTREMELY COLD ARCTIC AIRMASS WILL CONTINUE TO STRENGTHEN ITS
GRIP ON IOWA INTO THE NIGHT AND PERSIST INTO TUESDAY. COMBINED
WITH STRONG NORTHWEST WINDS...LIFE THREATENING COLD AND WIND
CHILLS WILL OCCUR...ESPECIALLY TONIGHT AND MONDAY. THESE WIND
CHILL VALUES WILL BE THE COLDEST IN NEARLY 20 YEARS OVER MUCH OF
THE AREA.* SHORT TERM TRENDS...NORTHWEST WINDS OF 20 TO 35 MPH AND HIGHER
  GUSTS...COMBINED WITH TEMPERATURES IN THE SINGLE DIGITS AND
  TEENS BELOW ZERO...WILL CREATE WIND CHILL VALUES FROM 25 TO 45
  BELOW ZERO BY LATE THIS EVENING. THE COLDEST OF THESE READINGS
  WILL OCCUR OVER NORTHERN IOWA.

* WIND CHILL VALUES...AN EXTENDED PERIOD WITH EXTREME WIND CHILL
  VALUES AT LEAST DOWN TO 20 TO 40 BELOW ZERO WILL OCCUR INTO
  TUESDAY MORNING. THE WORST AND MOST LIFE THREATENING CONDITIONS
  ARE EXPECTED EARLY MONDAY MORNING...SEVERAL HOURS EITHER SIDE OF
  DAYBREAK...WITH WIND CHILLS FROM 35 BELOW SOUTH TO 55 BELOW
  NORTH. OVER CENTRAL IOWA WIND CHILLS WILL DROP TO AROUND 40 TO
  45 BELOW. 

* IMPACTS...EXTREME WIND CHILLS OF THIS MAGNITUDE CAN RESULT IN
  FROST BITE IN MINUTES AND LEAD TO HYPOTHERMIA OR DEATH IF
  PRECAUTIONS ARE NOT TAKEN.","A WIND CHILL WARNING MEANS THE COMBINATION OF EXTREMELY COLD AIR
AND STRONG WINDS WILL CREATE LIFE THREATENING LOW WIND CHILL
VALUES. THIS WILL RESULT IN FROST BITE AND LEAD TO HYPOTHERMIA OR
DEATH IF PRECAUTIONS ARE NOT TAKEN.

",Black Hawk; Guthrie; Grundy; Greene; Emmet; Carroll; Adair; Adams; Webster; Winnebago; Boone; Bremer; Butler; Calhoun; Cass; Ringgold; Poweshiek; Pocahontas; Cerro Gordo; Jasper; Clarke; Kossuth; Crawford; Dallas; Appanoose; Davis; Decatur; Wright; Union; Taylor; Tama; Story; Sac; Palo Alto; Monroe; Marshall; Marion; Mahaska; Madison; Worth; Humboldt; Hardin; Hancock; Warren; Wapello; Wayne; Polk; Franklin; Lucas; Hamilton; Audubon,2014-01-06,00:54:51,.an extremely cold arctic airmass will continue to strengthen its grip on iowa into the night and persist into tuesday. combined with strong northwest winds...life threatening cold and wind chills will occur...especially tonight and monday. these wind chill values will be the coldest in nearly 20 years over much of the area.* short term trends...northwest winds of 20 to 35 mph and higher gusts...combined with temperatures in the single digits and teens below zero...will create wind chill values from 25 to 45 below zero by late this evening. the coldest of these readings will occur over northern iowa. * wind chill values...an extended period with extreme wind chill values at least down to 20 to 40 below zero will occur into tuesday morning. the worst and most life threatening conditions are expected early monday morning...several hours either side of daybreak...with wind chills from 35 below south to 55 below north. over central iowa wind chills will drop to around 40 to 45 below. * impacts...extreme wind chills of this magnitude can result in frost bite in minutes and lead to hypothermia or death if precautions are not taken.,Extreme,3,4,1
NWS-IDP-PROD-4254225-3585587,2020-06-05T00:45:00.000Z,Actual,Alert,NWS Sioux Falls SD,Severe Thunderstorm Watch,['Monitor'],Future,Severe,Possible,Severe Thunderstorm Watch issued June 4 at 7:45PM CDT until June 5 at 2:00AM CDT by NWS Sioux Falls SD,"THE NATIONAL WEATHER SERVICE HAS ISSUED SEVERE THUNDERSTORM WATCH
254 IN EFFECT UNTIL 2 AM CDT FRIDAY FOR THE FOLLOWING AREAS

IN NEBRASKA THIS WATCH INCLUDES 2 COUNTIES

IN NORTHEAST NEBRASKA

DAKOTA                DIXON

IN SOUTH DAKOTA THIS WATCH INCLUDES 20 COUNTIES

IN CENTRAL SOUTH DAKOTA

JERAULD

IN EAST CENTRAL SOUTH DAKOTA

LAKE                  MINER                 SANBORN

IN SOUTH CENTRAL SOUTH DAKOTA

AURORA                BRULE                 CHARLES MIX
DOUGLAS               GREGORY

IN SOUTHEAST SOUTH DAKOTA

BON HOMME             CLAY                  DAVISON
HANSON                HUTCHINSON            LINCOLN
MCCOOK                MINNEHAHA             TURNER
UNION                 YANKTON

THIS INCLUDES THE CITIES OF ALCESTER, ALEXANDRIA, ALLEN, ALPENA,
ARMOUR, AVON, BERESFORD, BRIDGEWATER, BURKE, CANISTOTA, CANTON,
CENTERVILLE, CHAMBERLAIN, CHANCELLOR, CLAYTON, CORSICA, DELMONT,
ELK POINT, EMERY, FREEMAN, GREGORY, HARRISBURG, HOWARD, HURLEY,
IRENE, JEFFERSON, KIMBALL, LAKE ANDES, LENNOX, MADISON, MARION,
MARTY, MENNO, MITCHELL, MONTROSE, NORTH SIOUX CITY, ORLAND,
PARKER, PARKSTON, PLANKINTON, PLATTE, PONCA, SALEM, SCOTLAND,
SIOUX FALLS, SOUTH SIOUX CITY, SPRINGFIELD, STICKNEY, TABOR, TEA,
TRIPP, TYNDALL, VERMILLION, VIBORG, WAGNER, WAKEFIELD,
WESSINGTON SPRINGS, WHITE LAKE, WOONSOCKET, AND YANKTON.",,"Sanborn, SD; Douglas, SD; Charles Mix, SD; Lake, SD; Turner, SD; Aurora, SD; Brule, SD; Bon Homme, SD; Hutchinson, SD; Clay, SD; Dakota, NE; Jerauld, SD; Miner, SD; Union, SD; Hanson, SD; Minnehaha, SD; Lincoln, SD; McCook, SD; Yankton, SD; Dixon, NE; Davison, SD; Gregory, SD",2020-06-05,00:45:00,"the national weather service has issued severe thunderstorm watch 254 in effect until 2 am cdt friday for the following areas in nebraska this watch includes 2 counties in northeast nebraska dakota dixon in south dakota this watch includes 20 counties in central south dakota jerauld in east central south dakota lake miner sanborn in south central south dakota aurora brule charles mix douglas gregory in southeast south dakota bon homme clay davison hanson hutchinson lincoln mccook minnehaha turner union yankton this includes the cities of alcester, alexandria, allen, alpena, armour, avon, beresford, bridgewater, burke, canistota, canton, centerville, chamberlain, chancellor, clayton, corsica, delmont, elk point, emery, freeman, gregory, harrisburg, howard, hurley, irene, jefferson, kimball, lake andes, lennox, madison, marion, marty, menno, mitchell, montrose, north sioux city, orland, parker, parkston, plankinton, platte, ponca, salem, scotland, sioux falls, south sioux city, springfield, stickney, tabor, tea, tripp, tyndall, vermillion, viborg, wagner, wakefield, wessington springs, white lake, woonsocket, and yankton.",Severe,3,3,0
NWS-IDP-PROD-4253512-3585103,2020-06-04T20:44:00.000Z,Actual,Alert,NWS Lubbock TX,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 4 at 3:44PM CDT until June 4 at 4:30PM CDT by NWS Lubbock TX,"The National Weather Service in Lubbock Texas has issued a

* Severe Thunderstorm Warning for...
Northeastern Castro County in the Panhandle of Texas...
Central Swisher County in the Panhandle of Texas...

* Until 430 PM CDT.

* At 343 PM CDT, a severe thunderstorm was located 12 miles southwest
of Happy, or 15 miles west of Tulia, moving east at 20 mph.

HAZARD...Ping pong ball size hail and 60 mph wind gusts.

SOURCE...Radar indicated.

IMPACT...People and animals outdoors will be injured. Expect hail
damage to roofs, siding, windows, and vehicles. Expect
wind damage to roofs, siding, and trees.

* Locations impacted include...
Tulia, Kress, Happy and Nazareth.","Prepare immediately for large hail and damaging winds. People outside
should move immediately to shelter inside a strong building. Stay
away from windows.","Castro, TX; Swisher, TX",2020-06-04,20:44:00,"the national weather service in lubbock texas has issued a * severe thunderstorm warning for... northeastern castro county in the panhandle of texas... central swisher county in the panhandle of texas... * until 430 pm cdt. * at 343 pm cdt, a severe thunderstorm was located 12 miles southwest of happy, or 15 miles west of tulia, moving east at 20 mph. hazard...ping pong ball size hail and 60 mph wind gusts. source...radar indicated. impact...people and animals outdoors will be injured. expect hail damage to roofs, siding, windows, and vehicles. expect wind damage to roofs, siding, and trees. * locations impacted include... tulia, kress, happy and nazareth.",Severe,3,3,0
NWS-IDP-PROD-4256290,2020-06-05T20:32:00.000Z,Actual,Alert,NWS Peachtree City GA,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 5 at 4:32PM EDT by NWS Peachtree City GA,"At 432 PM EDT...a strong thunderstorm was over Horns, or near
Roberta...moving southeast at 15 mph.

HAZARD...Up to 40 mph wind...frequent cloud to ground lightning
and heavy rain.

IMPACT...Expect minor damage to tree limbs and blowing around of
light...unsecured objects. Heavy rain may cause temporary
street flooding especially in poor drainage areas.

Some locations in the path of this storm include
Fort Valley, Roberta, Byron, Knoxville, Powerville, Jack Brown
Estates, Lee Pope, Sandy Point, Horns, Miami Valley and Lakewood.","People outdoors should seek shelter immediately. If you can hear
thunder...you are close enough to be struck by lightning. Motorists
should slow down and be prepared for possible loss of control due to
hydroplaning.

LAT...LON 3260 8407 3262 8407 3278 8397 3269 8370
3265 8371 3265 8373 3261 8371 3259 8372
3252 8372 3253 8375 3251 8375 3251 8379
3250 8379 3249 8380 3245 8380
TIME...MOT...LOC 2032Z 299DEG 13KT 3267 8395

WIND...40MPH",Peach; Crawford,2020-06-05,20:32:00,"at 432 pm edt...a strong thunderstorm was over horns, or near roberta...moving southeast at 15 mph. hazard...up to 40 mph wind...frequent cloud to ground lightning and heavy rain. impact...expect minor damage to tree limbs and blowing around of light...unsecured objects. heavy rain may cause temporary street flooding especially in poor drainage areas. some locations in the path of this storm include fort valley, roberta, byron, knoxville, powerville, jack brown estates, lee pope, sandy point, horns, miami valley and lakewood.",Moderate,2,2,0
