identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,prediction,true_num,pred_num,error
NWS-IDP-PROD-2202995-2065240,2017-01-12T20:52:05.000Z,Actual,Update,NWS Cleveland OH,Flood Statement,['Avoid'],Immediate,Severe,Observed,Flood Statement issued January 12 at 3:52PM EST expiring January 13 at 11:05AM EST by NWS Cleveland OH,"...The flood warning continues for the following rivers in Ohio Never drive your car through flooded roadways. The water may be 
deeper than it appears. Turn around...don't drown!

Stay tuned to NOAA weather radio and other local media for further 
details and updates.","Never drive your car through flooded roadways. The water may be
deeper than it appears. Turn around...don't drown!

Stay tuned to NOAA weather radio and other local media for further
details and updates.

",Stark,2017-01-12,20:52:05,Severe,3,3.0,0.0
NWS-IDP-PROD-2144696-2003177,2016-11-29T22:00:56.000Z,Actual,Alert,NWS Jackson MS,Tornado Warning,['Shelter'],Immediate,Extreme,Observed,Tornado Warning issued November 29 at 4:00PM CST expiring November 29 at 4:30PM CST by NWS Jackson MS,"THE NATIONAL WEATHER SERVICE IN JACKSON HAS ISSUED A

* TORNADO WARNING FOR...
EAST CENTRAL RANKIN COUNTY IN CENTRAL MISSISSIPPI...
NORTHWESTERN SCOTT COUNTY IN CENTRAL MISSISSIPPI...

* UNTIL 430 PM CST

* AT 400 PM CST...A SEVERE THUNDERSTORM CAPABLE OF PRODUCING A
TORNADO WAS LOCATED OVER LEESBURG...OR 7 MILES NORTHWEST OF
MORTON...MOVING NORTHEAST AT 35 MPH.

HAZARD...TORNADO AND QUARTER SIZE HAIL.

SOURCE...RADAR INDICATED ROTATION.

IMPACT...FLYING DEBRIS WILL BE DANGEROUS TO THOSE CAUGHT WITHOUT
SHELTER. MOBILE HOMES WILL BE DAMAGED OR DESTROYED.
DAMAGE TO ROOFS...WINDOWS...AND VEHICLES WILL OCCUR.
TREE DAMAGE IS LIKELY.

* THIS DANGEROUS STORM WILL BE NEAR...
FORKVILLE AROUND 410 PM CST.","TAKE COVER NOW! MOVE TO A BASEMENT OR AN INTERIOR ROOM ON THE LOWEST
FLOOR OF A STURDY BUILDING. AVOID WINDOWS. IF YOU ARE OUTDOORS...IN
A MOBILE HOME...OR IN A VEHICLE...MOVE TO THE CLOSEST SUBSTANTIAL
SHELTER AND PROTECT YOURSELF FROM FLYING DEBRIS.

",Scott; Rankin,2016-11-29,22:00:56,Severe,4,3.0,-1.0
NWS-IDP-PROD-2248500-2113158,2017-02-19T05:00:31.000Z,Actual,Update,NWS Seattle WA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued February 18 at 9:00PM PST expiring February 19 at 4:00PM PST by NWS Seattle WA,"* WINDS...SOUTH 15 TO 30 KNOTS.

* WAVES/SEAS...WIND WAVES 3 TO 6 FEET.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 21 TO 33 KNOTS ARE
EXPECTED TO PRODUCE HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT.
INEXPERIENCED MARINERS...ESPECIALLY THOSE OPERATING SMALLER VESSELS
SHOULD AVOID NAVIGATING IN THESE CONDITIONS.

",Waters From James Island To Point Grenville 10 To 60 Nm; Coastal Waters From Point Grenville To Cape Shoalwater Out 10 Nm; Coastal Waters From James Island To Point Grenville Out 10 Nm; Coastal Waters From Point Grenville To Cape Shoalwater 10 To 60 Nm,2017-02-19,05:00:31,Severe,1,3.0,2.0
NWS-IDP-PROD-2255275,2017-02-25T02:33:22.000Z,Actual,Alert,NWS Huntsville AL,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued February 24 at 8:33PM CST by NWS Huntsville AL,"At 832 PM CST, Doppler radar was tracking a strong thunderstorm near
Rogersville, or 17 miles west of Athens, moving northeast at 50 mph.

Nickel size hail and winds in excess of 40 mph will be possible with
this storm.

Locations impacted include...
Rogersville, Ardmore, Elkmont, Anderson, Lester, Good Springs,
Cartwright, Holland Gin, Leggtown and Oliver.","Frequent cloud to ground lightning is occurring with this storm.
Lightning can strike several miles away from a thunderstorm. Seek a
safe shelter inside a building or vehicle.

",Lauderdale; Limestone,2017-02-25,02:33:22,Severe,2,3.0,1.0
NWS-IDP-PROD-2254614-2119498,2017-02-24T18:17:28.000Z,Actual,Cancel,NWS North Platte NE,Winter Weather Advisory,['Execute'],Expected,Moderate,Likely,Winter Weather Advisory issued February 24 at 12:16PM CST expiring February 24 at 6:00PM CST by NWS North Platte NE,"The National Weather Service in North Platte has cancelled the
Winter Weather Advisory.

Snow has ended across western Nebraska and the winter storm
warning is cancelled.","

",Lincoln; Keith; Deuel; Perkins,2017-02-24,18:17:28,Minor,2,1.0,-1.0
NWS-IDP-PROD-2249020,2017-02-19T22:44:05.000Z,Actual,Alert,NWS Norman OK,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued February 19 at 4:43PM CST by NWS Norman OK,"AT 443 PM CST, a strong thunderstorm was located 5 miles southwest of
Loveland, moving north at 45 MPH.

HAZARDS INCLUDE...
Hail up to the size of nickels...
Wind gusts over 50 MPH...
Minor flooding in areas of poor drainage...

Locations impacted include...
Chattanooga, Hollister and Loveland.","Storm intensity is increasing and severe weather may develop rapidly.
Stay alert and listen for warnings.

",Tillman; Comanche,2017-02-19,22:44:05,Severe,2,3.0,1.0
NWS-IDP-PROD-2250918-2115649,2017-02-21T13:17:01.000Z,Actual,Update,NWS,Blizzard Watch,['Prepare'],Future,Extreme,Possible,Blizzard Watch issued February 21 at 4:16AM AKST expiring February 21 at 9:00PM AKST by NWS,"The National Weather Service in Anchorage has issued a Winter
Weather Advisory for snow and blowing snow...which is in effect
from 9 AM this morning to 3 AM AKST Wednesday. The Blizzard Watch
is no longer in effect.

* LOCATION...From Dillingham north and west.

* SNOW...6 to 11 inches. The largest snowfall accumulations will
extend from that area as well as north of Dillingham.

* VISIBILITY...Reduced to one-half mile at times. The blowing
snow threat will be limited to areas along the coast west of
Dillingham.

* WIND...Northeast wind 15 to 30 mph.

* TIMING...Snowfall rates will begin to increase late Tuesday
morning...with the heaviest snowfall and strongest winds
beginning in the early afternoon. Conditions will begin to
improve by tonight.

* IMPACTS...Snowfall combined with strong winds and blowing snow
may produce white-out conditions at times. Driving may become
very difficult.","Travel may be difficult. Visibilities will be limited in falling
and blowing snow.

",Bethel; Lake and Peninsula; Dillingham; Kenai Peninsula; Kodiak Island; Bristol Bay,2017-02-21,13:17:01,Severe,4,3.0,-1.0
NWS-IDP-PROD-2153935-2012633,2016-12-08T20:54:26.000Z,Actual,Update,NWS Marquette MI,Lake Effect Snow Warning,['Avoid'],Expected,Extreme,Likely,Lake Effect Snow Warning issued December 8 at 3:54PM EST expiring December 10 at 7:00AM EST by NWS Marquette MI,"HAZARDOUS WEATHER...

* MODERATE LAKE EFFECT SNOW WILL CONTINUE ACROSS THE KEWEENAW
PENINSULA INTO EARLY SATURDAY.

* WEST TO NORTHWEST WINDS GUSTING TO 30 MPH WILL LEAD TO BLOWING AND
DRIFTING SNOW...ESPECIALLY NEAR LAKE SUPERIOR. WINDS WILL DIMINISH
ON FRIDAY.

* EXPECT ADDITIONAL SNOWFALL TONIGHT OF 2 TO 4 INCHES WITH THE MOST
SNOW OVER THE HIGHER TERRAIN...INCLUDING AT TWIN LAKES...
PAINESDALE...AND CALUMET. THE LAKE EFFECT SNOW WILL CONTINUE
FRIDAY AND FRIDAY NIGHT...WITH ADDITIONAL ACCUMULATIONS OF 3 TO 5
INCHES EXPECTED...HEAVIEST OVER THE HIGHER TERRAIN.

IMPACTS...

* ROADS WILL BE SNOW COVERED AND SLIPPERY.

* MODERATE SNOW AND BLOWING SNOW WILL REDUCE VISIBILITIES TO LESS
THAN ONE-HALF MILE AT TIMES.","* A LAKE EFFECT SNOW WARNING MEANS SIGNIFICANT AMOUNTS OF LAKE-
EFFECT SNOW ARE FORECAST THAT WILL MAKE TRAVEL VERY HAZARDOUS
OR IMPOSSIBLE.

* PREPARE...PLAN...AND STAY INFORMED. VISIT WWW.WEATHER.GOV/MQT

",Keweenaw; Houghton,2016-12-08,20:54:26,Severe,4,3.0,-1.0
NWS-IDP-PROD-2146331-2004746,2016-11-30T19:11:30.000Z,Actual,Alert,NWS Jacksonville FL,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued November 30 at 2:11PM EST expiring December 1 at 10:00AM EST by NWS Jacksonville FL,"THE NATIONAL WEATHER SERVICE IN JACKSONVILLE HAS ISSUED A SMALL
CRAFT ADVISORY...WHICH IS IN EFFECT UNTIL 10 AM EST THURSDAY.

* WINDS...SOUTH TO SOUTHWEST 20 TO 25 KNOTS...BECOMING WEST
THURSDAY MORNING.

* WAVES/SEAS...5 TO 7 FEET TONIGHT WITH OCCOASIONAL SEAS UP TO 9
FEET...DECREASING TO 4 TO 6 FEET.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 20 TO 33 KNOTS,
AND/OR SEAS 7 FEET OR HIGHER, ARE EXPECTED TO PRODUCE HAZARDOUS
CONDITIONS FOR SMALL CRAFT. INEXPERIENCED BOATERS, ESPECIALLY
THOSE OPERATING SMALLER VESSELS SHOULD AVOID NAVIGATING IN THESE
CONDITIONS.

",Waters from St. Augustine to Flagler Beach FL from 20 to 60 NM; Waters from Altamaha Sound GA to Fernandina Beach FL from 20 to 60 NM; Waters from Fernandina Beach to St. Augustine FL from 20 to 60 NM,2016-11-30,19:11:30,Minor,1,1.0,0.0
NWS-IDP-PROD-2253002-2117837,2017-02-23T10:07:27.000Z,Actual,Update,NWS San Francisco CA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued February 23 at 2:07AM PST expiring February 23 at 9:00PM PST by NWS San Francisco CA,"A SMALL CRAFT ADVISORY REMAINS IN EFFECT UNTIL 9 PM PST THIS
EVENING.

* WINDS AND WAVES: SEE THE COASTAL WATERS FORECAST (CWFMTR) OR
OUR MARINE PAGE AT HTTP://WEATHER.GOV/SANFRANCISCO/MARINE.PHP
FOR MORE DETAILS.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 21 TO 33 KNOTS
ARE EXPECTED TO PRODUCE HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT.
INEXPERIENCED MARINERS...ESPECIALLY THOSE OPERATING SMALLER
VESSELS SHOULD AVOID NAVIGATING IN THESE CONDITIONS.

",Waters from Pigeon Point to Point Pinos 10-60 NM,2017-02-23,10:07:27,Minor,1,1.0,0.0
NWS-IDP-PROD-2248319-2112938,2017-02-18T21:57:26.000Z,Actual,Alert,NWS Los Angeles/Oxnard CA,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued February 18 at 1:57PM PST expiring February 19 at 3:00AM PST by NWS Los Angeles/Oxnard CA,"The National Weather Service in Los Angeles/Oxnard has issued a
Wind Advisory, which is in effect until 3 AM PST Sunday.

* WINDS...Below passes and canyons...Areas of Northwest winds 20
to 30 mph with gusts to 35 mph with continue through tonight.

* IMPACTS...Gusty winds will make driving difficult, especially
for high profile vehicles.","When driving, use extra caution. Be prepared for sudden gusty
cross winds.

",Santa Barbara,2017-02-18,21:57:26,Severe,2,3.0,1.0
NWS-IDP-PROD-2251389-2116126,2017-02-21T22:25:28.000Z,Actual,Update,NWS San Francisco CA,Flood Statement,['Avoid'],Immediate,Severe,Observed,Flood Statement issued February 21 at 2:25PM PST by NWS San Francisco CA,"...The flood warning continues for the following rivers in 
California..
  Coyote Creek near Edenvale 

.In the South Bay, releases from Anderson Reservoir remain elevated 
as the passage of runoff from the upper Coyote Creek watershed moves 
down the system.  The runoff peak has been reached immediately below
the dam at the Madrone stream gage.  Cresting is occurring downstream
at the Edenvale forecasting location.  Water levels near Edenvale are
expected to fall back down below flood levels by 6pm tomorrow.

Additional flooding is occurring upstream of Edenvale in the vicinity
of Morgan Hill from a levee breach on the Coyote Canal which is releasing 
water onto Highway 101.The Flood Warning continues for
The Coyote Creek near Edenvale
* Until further notice
* At 12PM Tuesday the stage was 13.6 feet
* Record flooding is occurring
* Flood stage is 10.0 feet
* The river will continue to fall to a stage of 10 feet by 7pm on Wednesday.
* At 14.0 feet...Major flooding possible along Coyote Creek south of
I-880. Some secondary roads along Coyote Creek will become flooded,
making travel difficult.
* At 12.0 feet...Moderate flooding possible along portions of Coyote
Creek south of I-880.
* At 10.0 feet...Minor localized flooding likely.","

",Santa Clara,2017-02-21,22:25:28,Severe,3,3.0,0.0
NWS-IDP-PROD-2255010-2119896,2017-02-24T23:10:43.000Z,Actual,Cancel,NWS Sioux Falls SD,Blizzard Warning,['Prepare'],Expected,Extreme,Likely,Blizzard Warning issued February 24 at 5:10PM CST expiring February 25 at 12:00AM CST by NWS Sioux Falls SD,"The National Weather Service in Sioux Falls has cancelled the
Blizzard Warning.

Snow has ended and visibilities have improved.","

",Buena Vista; Ida,2017-02-24,23:10:43,Minor,4,1.0,-3.0
NWS-IDP-PROD-2140107-1998375,2016-11-25T12:35:03.000Z,Actual,Update,NWS,Blizzard Watch,['Prepare'],Future,Extreme,Possible,Blizzard Watch issued November 25 at 3:34AM AKST expiring November 27 at 12:00AM AKST by NWS,"THE NATIONAL WEATHER SERVICE IN ANCHORAGE HAS ISSUED A BLIZZARD
WARNING...WHICH IS IN EFFECT FROM 6 AM TO 6 PM AKST SATURDAY. THE
BLIZZARD WATCH IS NO LONGER IN EFFECT.

* LOCATION...ALONG THE COAST SOUTH OF TOKSOOK.

* SNOW...2 TO 4 INCHES.

* VISIBILITY...VISIBILITY REDUCED TO ONE-QUARTER MILE OR LESS AT
TIMES.

* WIND...NORTHEAST 25 TO 40 MPH.

* TIMING...SNOWFALL AND GUSTY WINDS WILL BEGIN TO INCREASE OVER
THE KUSKOKWIM DELTA COAST EARLY SATURDAY MORNING...THEN TAPER
OFF TO MORE SHOWERY NORTHERLY FLOW BY SATURDAY EVENING. LOW
VISIBILITIES IN BLIZZARD CONDITIONS ARE POSSIBLE SATURDAY
MORNING THOUGH LATE SATURDAY AFTERNOON.

* IMPACTS...SNOWFALL COMBINED WITH STRONG WINDS AND BLOWING SNOW
MAY PRODUCE WHITE-OUT CONDITIONS AT TIMES. TRAVELING MAY
BECOME VERY DIFFICULT.","A BLIZZARD WARNING MEANS SEVERE WINTER WEATHER CONDITIONS ARE
EXPECTED OR OCCURRING. FALLING AND BLOWING SNOW WITH STRONG WINDS
AND POOR VISIBILITIES ARE LIKELY. THIS WILL LEAD TO WHITE-OUT
CONDITIONS...MAKING TRAVEL VERY DIFFICULT. ALL TRAVEL AND OUTDOOR
ACTIVITY IS STRONGLY DISCOURAGED.

",Wade Hampton; Bethel,2016-11-25,12:35:03,Severe,4,3.0,-1.0
NWS-IDP-PROD-2261717-2126224,2017-03-01T09:45:16.000Z,Actual,Alert,NWS Eureka CA,Freeze Warning,['Execute'],Expected,Moderate,Likely,Freeze Warning issued March 1 at 1:44AM PST expiring March 2 at 8:00AM PST by NWS Eureka CA,"The National Weather Service in Eureka has issued a Freeze
Warning...which is in effect from 1 AM to 8 AM PST Thursday.

* LOW TEMPERATURES...Upper 20s to lower 30s.

* LOCATIONS INCLUDE...Ukiah...Hopland...Covelo...Boonville...
Comptche...Leggett...Laytonville...Willits.

* FOR A DETAILED VIEW OF THE HAZARD AREA...visit
http://www.wrh.noaa.gov/map","A Freeze Warning means sub-freezing temperatures are imminent or
highly likely. These conditions will kill crops and other
sensitive vegetation.

",Mendocino,2017-03-01,09:45:16,Severe,2,3.0,1.0
NWS-IDP-PROD-2130347-1988433,2016-11-13T23:08:46.000Z,Actual,Update,NWS Seattle WA,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued November 13 at 3:08PM PST expiring November 14 at 1:00AM PST by NWS Seattle WA,"* TIMING...PEAK WIND SPEEDS WILL COME BETWEEN 4 PM AND MIDNIGHT.
WIND SPEEDS WILL EASE QUICKLY AFTER MIDNIGHT.

* WINDS...SOUTHEAST WINDS 20 TO 35 MPH WITH PEAK WIND GUSTS GUSTS
NEAR 45 MPH.

* IMPACTS...WINDS OF THIS MAGNITUDE CAN BREAK TREE LIMBS FALLING
ONTO ROADS...VEHICLES...AND ROOFTOPS. ISOLATED POWER OUTAGES ARE
POSSIBLE.","A WIND ADVISORY MEANS THAT WINDS OF 35 MPH ARE EXPECTED. WINDS THIS
STRONG CAN MAKE DRIVING DIFFICULT...ESPECIALLY FOR HIGH PROFILE
VEHICLES. USE EXTRA CAUTION.

",San Juan; Island; Whatcom; Skagit; Jefferson,2016-11-13,23:08:46,Severe,2,3.0,1.0
NWS-IDP-PROD-2224844-2088221,2017-01-27T17:55:59.000Z,Actual,Update,NWS Buffalo NY,Lake Effect Snow Warning,['Avoid'],Expected,Extreme,Likely,Lake Effect Snow Warning issued January 27 at 12:55PM EST expiring January 29 at 7:00PM EST by NWS Buffalo NY,"* LOCATIONS...OSWEGO...JEFFERSON...AND LEWIS COUNTIES. GREATEST
SNOW AMOUNTS EXPECTED TO FOCUS ON THE TUG HILL PLATEAU AND
PORTIONS OF OSWEGO COUNTY.

* TIMING...THROUGH EARLY SUNDAY EVENING.

* ACCUMULATIONS...3 TO 5 INCHES THIS AFTERNOON...4 TO 8 INCHES
TONIGHT...4 TO 7 INCHES SATURDAY...5 TO 9 INCHES SATURDAY
NIGHT...AND 4 TO 7 INCHES SUNDAY.

* WINDS...WEST 15 TO 25 MPH WITH GUSTS UP TO 35 MPH.

* VISIBILITIES...AS LOW AS A QUARTER MILE AT TIMES.

* IMPACTS...PERIODS OF HEAVY LAKE EFFECT SNOW WILL PRODUCE VERY
DIFFICULT TRAVEL AT TIMES WITH POOR VISIBILITY AND SNOW
COVERED ROADS. THIS WILL BE A LONG LASTING EVENT...WITH
SEVERAL DAYS OF MORE DIFFICULT TRAVEL CONDITIONS.","IN LAKE EFFECT SNOW THE WEATHER CAN VARY FROM LOCALLY HEAVY SNOW
IN NARROW BANDS TO CLEAR SKIES JUST A FEW MILES AWAY. IF YOU WILL
BE TRAVELING ACROSS THE REGION BE PREPARED FOR RAPID CHANGES IN
ROAD AND VISIBILITY CONDITIONS.

STAY TUNED TO NOAA WEATHER RADIO OR YOUR FAVORITE SOURCE OF
WEATHER INFORMATION FOR THE LATEST UPDATES. ADDITIONAL DETAILS
CAN ALSO BE FOUND AT WWW.WEATHER.GOV/BUFFALO.

",Jefferson; Oswego; Lewis,2017-01-27,17:55:59,Severe,4,3.0,-1.0
NWS-IDP-PROD-2224397-2087782,2017-01-27T02:36:54.000Z,Actual,Update,NWS Newport/Morehead City NC,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued January 26 at 9:36PM EST expiring January 27 at 4:00AM EST by NWS Newport/Morehead City NC,".STRONG 20 TO 30 KNOT WESTERLY WINDS BEHIND A COLD FRONT WILL 
BEGIN TO DIMINISH TO 10 TO 20 KNOTS AFTER MIDNIGHT AND FRIDAY
ALLOWING 8 TO 13 FOOT SEAS THIS EVENING TO BEGIN SUBSIDE LATE 
TONIGHT REACHING 3 TO 5 FEET BY FRIDAY AFTERNOON.* WINDS...WEST 20 TO 25 KT WITH GUSTS UP TO 30 KT.

* SEAS...4 TO 6 FEET.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 25 TO 33 KNOTS
AND/OR SEAS OF 6 FEET OR GREATER ARE EXPECTED TO PRODUCE
HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT. INEXPERIENCED
MARINERS...ESPECIALLY THOSE OPERATING SMALLER VESSELS SHOULD
AVOID NAVIGATING IN THESE CONDITIONS.

",S of Currituck Beach Light NC to Oregon Inlet NC out to 20 nm,2017-01-27,02:36:54,Severe,1,3.0,2.0
NWS-IDP-PROD-2255310-2120141,2017-02-25T02:51:07.000Z,Actual,Update,NWS Louisville KY,Severe Thunderstorm Watch,['Monitor'],Future,Severe,Possible,Severe Thunderstorm Watch issued February 24 at 9:50PM EST expiring February 25 at 2:00AM EST by NWS Louisville KY,"KYC017-049-067-181-250700-
/O.CON.KLMK.SV.A.0038.000000T0000Z-170225T0700Z/

SEVERE THUNDERSTORM WATCH 38 REMAINS VALID UNTIL 2 AM EST
SATURDAY FOR THE FOLLOWING AREAS

IN KENTUCKY THIS WATCH INCLUDES 4 COUNTIES

IN EAST CENTRAL KENTUCKY

BOURBON               CLARK                 FAYETTE
NICHOLAS

THIS INCLUDES THE CITIES OF CARLISLE, LEXINGTON, PARIS,
AND WINCHESTER.","

",Nicholas; Bourbon; Clark; Fayette,2017-02-25,02:51:07,Severe,3,3.0,0.0
NWS-IDP-PROD-2183911-2044738,2017-01-01T15:50:20.000Z,Actual,Cancel,NWS Shreveport LA,Dense Fog Advisory,['Execute'],Expected,Moderate,Likely,Dense Fog Advisory issued January 1 at 9:50AM CST expiring January 1 at 10:00AM CST by NWS Shreveport LA,"ALTHOUGH SOME PATCHY DENSE FOG WILL BE POSSIBLE THROUGH NOON
TODAY...VISIBILITIES ARE TRENDING UPWARDS ACROSS THE MAJORITY OF
THE AREA THIS MORNING. THEREFORE...THE DENSE FOG ADVISORY WILL
EXPIRE AT 10 AM.","

",McCurtain; Red River; Angelina; Cherokee; Caddo; Nacogdoches; Union; Ouachita; Gregg; Harrison; Marion; Lincoln; Morris; Panola; Rusk; Sabine; San Augustine; Shelby; Titus; Upshur; Wood; Cass; Camp; Hempstead; Little River; Sevier; Union; Grant; Jackson; La Salle; De Soto; Franklin; Smith; Miller; Natchitoches; Bowie; Claiborne; Bossier; Sabine; Howard; Lafayette; Columbia; Nevada; Red River; Caldwell; Bienville; Webster; Winn,2017-01-01,15:50:20,Minor,2,1.0,-1.0
NWS-IDP-PROD-2247237-2111781,2017-02-17T05:33:01.000Z,Actual,Update,NWS Sacramento CA,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued February 16 at 9:32PM PST expiring February 17 at 10:00PM PST by NWS Sacramento CA,"* TIMING...Strongest winds expected to develop Friday afternoon.

* WINDS...Southeast winds 20 to 30 mph with gusts up to 45 mph.

* IMPACTS...Localized downed trees and power outages along with
difficult driving conditions, especially for smaller and
higher profile vehicles.","A Wind Advisory means that winds of 35 mph are expected. Winds
this strong can make driving difficult, especially for smaller
and higher profile vehicles. Use extra caution while traveling.

",Stanislaus; Yolo; Placer; Amador; Calaveras; San Joaquin; Sutter; Tuolumne; El Dorado; Solano; Sacramento,2017-02-17,05:33:01,Severe,2,3.0,1.0
NWS-IDP-PROD-2152743-2011309,2016-12-07T20:45:20.000Z,Actual,Alert,NWS Austin/San Antonio TX,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued December 7 at 2:45PM CST expiring December 8 at 4:00PM CST by NWS Austin/San Antonio TX,"THE NATIONAL WEATHER SERVICE IN AUSTIN/SAN ANTONIO HAS ISSUED A
WIND ADVISORY...WHICH IS IN EFFECT FROM 6 AM TO 4 PM CST
THURSDAY.

* TIMING...THURSDAY MORNING THROUGH THURSDAY AFTERNOON.

* WINDS...NORTH WINDS SUSTAINED 20 TO 25 MPH WITH GUSTS TO AROUND
35 MPH.

* IMPACTS...WINDS THIS STRONG CAN MAKE DRIVING DIFFICULT...
ESPECIALLY FOR HIGH PROFILE VEHICLES. USE EXTRA CAUTION. IN
ADDITION...LIGHTWEIGHT OBJECTS SUCH AS LAWN FURNITURE MAY
BECOME AIRBORNE. TAKE ACTION TO SECURE THESE ITEMS.","A WIND ADVISORY MEANS THAT WINDS OF 35 MPH ARE EXPECTED. WINDS
THIS STRONG CAN MAKE DRIVING DIFFICULT...ESPECIALLY FOR HIGH
PROFILE VEHICLES. USE EXTRA CAUTION.

",Bexar; Gonzales; Guadalupe; Hays; Lee; Medina; Travis; Williamson; Wilson; Caldwell; Bastrop; Comal,2016-12-07,20:45:20,Severe,2,3.0,1.0
NWS-IDP-PROD-2254595-2119473,2017-02-24T18:02:42.000Z,Actual,Update,NWS Fairbanks AK,Winter Storm Watch,['Prepare'],Future,Severe,Possible,Winter Storm Watch issued February 24 at 9:02AM AKST expiring February 26 at 12:00PM AKST by NWS Fairbanks AK,"* SNOW...6 to 12 inches.

* TIMING...Snow will develop Saturday morning. Snow will be
heavy at times Saturday evening into early Sunday before
tapering off late Sunday morning.

* IMPACTS...Visibility may be greatly reduced. Travel and
outdoor activities will be difficult.","A Winter Storm Watch means that there is a potential for one or
more significant winter weather hazards.

",Yukon-Koyukuk; Fairbanks North Star; Denali,2017-02-24,18:02:42,Severe,3,3.0,0.0
NWS-IDP-PROD-2170020,2016-12-20T14:10:01.000Z,Actual,Alert,NWS Jackson MS,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued December 20 at 8:09AM CST by NWS Jackson MS,"Areas of fog, some locally dense, have developed across portions of
central Mississippi this morning. In addition, very light snow has
been reported in a few locations around the Jackson area.
Temperatures in the 20s overnight has resulted in very cold ground
conditions, and thus very light icing may develop on area roadways,
particularly on bridges and overpasses. Please use extra caution
while traveling this morning. Allow extra time to reach your
destination and keep plenty of space between your vehicle and other
vehicles around you.","

",Yazoo; Madison; Hinds; Jasper; Noxubee; Newton; Neshoba; Leake; Smith; Simpson; Scott; Rankin; Leflore; Kemper; Humphreys; Holmes; Copiah,2016-12-20,14:10:01,Severe,2,3.0,1.0
NWS-IDP-PROD-2262138-2126631,2017-03-01T12:36:14.000Z,Actual,Alert,NWS Charleston WV,Flash Flood Warning,['Avoid'],Immediate,Severe,Likely,Flash Flood Warning issued March 1 at 7:36AM EST expiring March 1 at 10:30AM EST by NWS Charleston WV,"The National Weather Service in Charleston West Virginia has issued a

* Flash Flood Warning for...
Northern Calhoun County in north central West Virginia...
Southern Ritchie County in northwestern West Virginia...
Southwestern Doddridge County in northern West Virginia...
Northern Gilmer County in north central West Virginia...
Northwestern Lewis County in northern West Virginia...
Wirt County in northwestern West Virginia...
Northwestern Roane County in central West Virginia...
Jackson County in northwestern West Virginia...

* Until 1030 AM EST

* At 735 AM EST, Doppler radar indicated thunderstorms producing
heavy rain across the warned area. Up to two and a half inches of
rain have already fallen. Flash flooding is expected to begin
shortly.

* Some locations that will experience flooding include...
Ripley, Spencer, Glenville, Elizabeth, Grantsville, Ravenswood,
Sandyville, Reedy, Auburn, Statts Mills, Cherry, Smithville, Given,
Mount Zion, Newberne, Cottageville, Lucille, Alum Bridge, Big
Springs and Berea.

Please report Severe Weather to the National Weather Service by
calling toll free, 800 401 9535, when you can do so safely.

You may also report severe weather by posting your report to the
Charleston West Virginia National Weather Service Facebook Page, or
by using the Twitter Hashtag, NWSRLX.","

",Jackson; Gilmer; Calhoun; Wirt; Roane; Ritchie; Lewis; Doddridge,2017-03-01,12:36:14,Severe,3,3.0,0.0
f37dde90-89a3-600f-3b99-48cd91e92fa8,2017-02-09T22:48:13.000Z,Actual,Cancel,,Local Area Emergency,['Shelter'],Immediate,Extreme,Observed,,,,"Hancock,IN, , ",2017-02-09,22:48:13,Unknown,4,,
