identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,prediction,true_num,pred_num,error
NWS-IDP-PROD-2262293-2126779,2017-03-01T13:47:06.000Z,Actual,Alert,NWS Charleston WV,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued March 1 at 8:47AM EST expiring March 1 at 9:15AM EST by NWS Charleston WV,"The National Weather Service in Charleston West Virginia has issued a

* Severe Thunderstorm Warning for...
East central Greenup County in northeastern Kentucky...
Northwestern Meigs County in southeastern Ohio...
Gallia County in southeastern Ohio...
Jackson County in southeastern Ohio...
Southwestern Athens County in southeastern Ohio...
Vinton County in southeastern Ohio...
Lawrence County in southeastern Ohio...
Northwestern Mason County in western West Virginia...
North central Cabell County in central West Virginia...

* Until 915 AM EST

* At 846 AM EST, severe thunderstorms were located along a line
extending from near Mcarthur to near Greenbo Lake, moving east at
55 mph.

HAZARD...70 mph wind gusts and half dollar size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect considerable
tree damage. Wind damage is also likely to mobile homes,
roofs, and outbuildings.

* Locations impacted include...
Athens, Ashland, Ironton, Jackson, Wellston, Point Pleasant,
Gallipolis, Coal Grove, Pomeroy, Mcarthur, Oak Hill, Rio Grande,
Albany, Rutland, Lake Vesuvius, Greenup, Mason, Greenbo Lake,
Franklin Furnace and Gallia.

This includes Interstate 64 in West Virginia near mile marker 23.","For your protection move to an interior room on the lowest floor of a
building.

Large hail and damaging winds and continuous cloud to ground
lightning is occurring with these storms. Move indoors immediately.
Lightning is one of nature's leading killers. Remember, if you can
hear thunder, you are close enough to be struck by lightning.

Torrential rainfall is occurring with these storms, and may lead to
flash flooding. Do not drive your vehicle through flooded roadways.

Please report Severe Weather to the National Weather Service by
calling toll free, 800 401 9535, when you can do so safely.

You may also report severe weather by posting your report to the
Charleston West Virginia National Weather Service Facebook Page, or
by using the Twitter Hashtag, NWSRLX.

",Mason; Cabell; Athens; Gallia; Jackson; Lawrence; Meigs; Vinton; Greenup,2017-03-01,13:47:06,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2167521,2016-12-18T10:48:08.000Z,Actual,Alert,NWS Birmingham AL,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued December 18 at 4:47AM CST by NWS Birmingham AL,"At 447 AM CST, Doppler radar was tracking a strong thunderstorm near
Little River Falls, or near Little River Canyon National Preserve,
moving east at 55 mph.

Winds in excess of 40 mph will be possible with this storm.

Locations impacted include...
Little River Canyon National Preserve, Blanche, Little River Falls,
New Moon, Chesterfield and Little River Canyon Np.","

",Cherokee,2016-12-18,10:48:08,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2261518-2126025,2017-03-01T08:42:03.000Z,Actual,Update,NWS Buffalo NY,Gale Warning,['Avoid'],Expected,Moderate,Likely,Gale Warning issued March 1 at 3:41AM EST expiring March 2 at 4:00AM EST by NWS Buffalo NY,"* WINDS...SOUTHWEST TO 35 KNOTS.

* WAVES...10 TO 13 FEET.","A GALE WARNING MEANS WINDS OF 34 TO 47 KNOTS ARE IMMINENT OR
OCCURING. OPERATING A VESSEL IN GALE CONDITIONS REQUIRES
EXPERIENCE AND PROPERLY EQUIPPED VESSELS. IT IS HIGHLY
RECOMMENDED THAT MARINERS WITHOUT THE PROPER EXPERIENCE SEEK SAFE
HARBOR PRIOR TO THE ONSET OF GALE CONDITIONS.

A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 18 TO 33 KNOTS
AND/OR WAVES AVERAGING 4 FEET OR MORE ARE EXPECTED TO PRODUCE
HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT. INEXPERIENCED
MARINERS...ESPECIALLY THOSE OPERATING SMALLER VESSELS...SHOULD
AVOID NAVIGATING IN THESE CONDITIONS.

",Dunkirk to Buffalo NY; Ripley to Dunkirk NY,2017-03-01,08:42:03,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2246424-2110890,2017-02-16T08:45:20.000Z,Actual,Update,NWS Buffalo NY,Winter Weather Advisory,['Execute'],Expected,Moderate,Likely,Winter Weather Advisory issued February 16 at 3:45AM EST expiring February 16 at 4:00PM EST by NWS Buffalo NY,"* LOCATIONS...North Country. Greatest snows along the northwest
facing side of the Tug Hill, and western Adirondack foothills.

* TIMING...Through late this afternoon.

* HAZARDS...Snow.

* ACCUMULATIONS...Up to 2 inches through 6 AM and 1 to 3 inches
today.

* WINDS...Northwest 10 to 15 mph.

* VISIBILITIES...As low as a quarter mile at times.

* IMPACTS...Snow and blowing snow will produce difficult driving
conditions with poor visibility and snow covered roads.","A Winter Weather Advisory is normally issued for a variety of
winter weather conditions such as light snow, blowing snow,
sleet, freezing rain and wind chills. While the weather will be
significant, the word advisory implies that severe winter weather
is not anticipated.

Stay tuned to NOAA Weather Radio or your favorite source of
weather information for the latest updates. Additional details
can also be found at www.weather.gov/Buffalo.

Report snow accumulation to the National Weather Service in
Buffalo by sending an email to bufstorm.report@noaa.gov...posting
to the NWS Buffalo facebook page...or tweet...using the hashtag
bufwx

",Jefferson; Lewis,2017-02-16,08:45:20,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2265718-2130022,2017-03-03T10:44:12.000Z,Actual,Update,NWS San Francisco CA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued March 3 at 2:43AM PST expiring March 3 at 9:00AM PST by NWS San Francisco CA,"THE SMALL CRAFT ADVISORY IS NOW IN EFFECT UNTIL 9 AM PST THIS
MORNING.

* WINDS AND WAVES: SEE THE COASTAL WATERS FORECAST (CWFMTR) OR
OUR MARINE PAGE AT HTTP://WEATHER.GOV/SANFRANCISCO/MARINE.PHP
FOR MORE DETAILS.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 21 TO 33 KNOTS
ARE EXPECTED TO PRODUCE HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT.
INEXPERIENCED MARINERS...ESPECIALLY THOSE OPERATING SMALLER
VESSELS SHOULD AVOID NAVIGATING IN THESE CONDITIONS.

",Waters from Point Arena to Point Reyes 10-60 NM,2017-03-03,10:44:12,Minor,1.0,1.0,0.0
NWS-IDP-PROD-2251925-2116665,2017-02-22T10:12:16.000Z,Actual,Alert,NWS,Flood Statement,['Avoid'],Immediate,Severe,Observed,Flood Statement issued February 22 at 2:12AM PST by NWS,"Unlisted forecast points are expected to remain below monitor stage.
All those affected by river conditions should remain alert for rapid 
changes and for possible forecast revisions.

For more hydrologic information and stage definitions refer to the 
following web site:  http://www.wrh.noaa.gov/sto/hydro_data.php


The next statement will be issued [Add day and time here].The Flood Warning continues for
The Clear Lake At Lakeport.
* At  1:15 AM Wednesday the stage was 10.5 feet.
* Minor flooding is occurring and Minor flooding is forecast.
* Forecast to rise to near  11.0 FT this evening then forecast to
fluctuate near 11.0 FT thru early Friday morning.
* Flood stage 9.0 ft
* Monitor stage 8.0 ft
* Impact...Near 11.0 feet, Major flooding occurs all aruond the north
end of the lake, especially in Lakeport and Clearlake Oaks. Highway
20 around the north end of the lake is closed in some areas.
* Impact...Near 9.0 feet, Low lying structures and some main roads
around the lake are threatened by the high lake levels.
* Impact...Near 8.5 feet, Minor flooding of some lake side residents
occurs. More buildings are threatened from Lakeport to Clearlake
Oaks.","

",Lake,2017-02-22,10:12:16,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2223184-2086520,2017-01-25T16:32:30.000Z,Actual,Update,NWS Grand Rapids MI,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued January 25 at 11:32AM EST expiring January 27 at 7:00AM EST by NWS Grand Rapids MI,"* WINDS...EAST NORTHEAST 10 TO 20 KNOTS REST OF TODAY...TURNING
NORTH NORTHWEST TONIGHT AND INCREASING TO 30 KNOTS TOWARD
DAYBREAK.

* WAVES...1 TO 2 FEET REST OF TODAY...BUILDING TO 4 TO 6 FEET
AFTER MIDNIGHT.","A SMALL CRAFT ADVISORY MEANS THAT WINDS OR WAVES ARE EXPECTED TO
PRODUCE HAZARDOUS CONDITIONS TO SMALL CRAFT. INEXPERIENCED
MARINERS...ESPECIALLY THOSE OPERATING SMALLER VESSELS SHOULD
AVOID NAVIGATING IN THESE CONDITIONS.

",Holland to Grand Haven MI; South Haven to Holland MI; Grand Haven to Whitehall MI; Whitehall to Pentwater MI; St Joseph to South Haven MI; Pentwater to Manistee MI,2017-01-25,16:32:30,Severe,1.0,3.0,2.0
NWS-IDP-PROD-2142608-2001048,2016-11-28T09:27:24.000Z,Actual,Alert,NWS Salt Lake City UT,Winter Weather Advisory,['Execute'],Expected,Moderate,Likely,Winter Weather Advisory issued November 28 at 2:27AM MST expiring November 28 at 11:00AM MST by NWS Salt Lake City UT,"THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A
WINTER WEATHER ADVISORY FOR SNOW AND BLOWING SNOW...WHICH IS IN
EFFECT UNTIL 11 AM MST THIS MORNING.

* AFFECTED AREA...SOUTHWEST WYOMING.

* SNOW ACCUMULATIONS...1 TO 3 INCHES.

* TIMING...SNOW WILL DEVELOP EARLY THIS MORNING...PEAKING MID TO
LATE MORNING...BEFORE TURNING SHOWERY THIS AFTERNOON.

* WINDS...WEST TO NORTHWEST 20 TO 30 MPH WITH STRONGER GUSTS.
THIS WILL RESULT IN CONSIDERABLE BLOWING AND DRIFTING OF NEW
SNOW THROUGH THE DAY.

* IMPACTS...WINTER DRIVING CONDITIONS ARE EXPECTED ON INTERSTATE 80
AND OTHER AREA ROADWAYS.","A WINTER WEATHER ADVISORY MEANS THAT VISIBILITIES WILL BE LIMITED
DUE TO A COMBINATION OF FALLING AND BLOWING SNOW. USE CAUTION
WHEN TRAVELING...ESPECIALLY IN OPEN AREAS.

FOR WINTER ROAD CONDITIONS FROM THE UTAH DEPARTMENT OF
TRANSPORTATION...VISIT
HTTP://WWW.UDOTTRAFFIC.UTAH.GOV/ROADWEATHERFORECAST.ASPX OR DIAL
511.

",Uinta,2016-11-28,09:27:24,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2143985-2002420,2016-11-29T08:48:25.000Z,Actual,Update,NWS Gray ME,Freezing Rain Advisory,['Avoid'],Expected,Moderate,Likely,Freezing Rain Advisory issued November 29 at 3:48AM EST expiring November 29 at 10:00AM EST by NWS Gray ME,".TEMPERATURES THIS MORNING WILL START OUT VERY COLD WHILE
PRECIPITATION BEGINS TO MOVE IN FROM THE WEST. PRECIPITATION MAY
START AS SNOW BEFORE TRANSITIONING TO FREEZING RAIN AND EVENTUALLY
RAIN FOR ALL OF NEW HAMPSHIRE AND MOST OF WESTERN MAINE. PORTIONS
OF THE WESTERN MAINE MOUNTAINS MAY REMAIN SNOW FOR THE MAJORITY OF
THE DAY. THE TEMPERATURE WILL WARM ABOVE FREEZING DURING THE
MORNING ACROSS MOST OF NEW HAMPSHIRE AS WELL AS AREAS CLOSER TO
THE MAINE COAST. HOWEVER THE TEMPERATURE MAY REMAIN NEAR OR BELOW
FREEZING INTO THE AFTERNOON ACROSS INTERIOR WESTERN MAINE
MAINTAINING THE THREAT FOR FREEZING RAIN. PRECIPITATION WILL COME
TO AN END FROM WEST TO EAST THIS EVENING INTO TONIGHT.* HAZARD TYPES...FREEZING RAIN.

* ICE ACCUMULATIONS...AROUND A TRACE.

* TIMING...EARLY TO MID MORNING.

* IMPACTS...ICY PATCHES WILL BE POSSIBLE ON ROADWAYS AND OTHER
EXPOSED SURFACES.

* WINDS...5 MPH OR LESS.

* TEMPERATURES...IN THE UPPER 20S TO LOWER 30S.","A FREEZING RAIN ADVISORY MEANS THAT PERIODS OF FREEZING RAIN OR
FREEZING DRIZZLE WILL CAUSE TRAVEL DIFFICULTIES. BE PREPARED FOR
SLIPPERY ROADS. SLOW DOWN AND USE CAUTION WHILE DRIVING.

",Sullivan; Cheshire; Hillsborough,2016-11-29,08:48:25,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2178368-2038899,2016-12-27T20:27:57.000Z,Actual,Alert,NWS Gray ME,Gale Watch,['Prepare'],Future,Moderate,Possible,Gale Watch issued December 27 at 3:27PM EST expiring December 30 at 7:00PM EST by NWS Gray ME,"THE NATIONAL WEATHER SERVICE IN GRAY HAS ISSUED A SMALL CRAFT
ADVISORY...WHICH IS IN EFFECT UNTIL 4 AM EST WEDNESDAY. A GALE
WATCH HAS ALSO BEEN ISSUED. THIS GALE WATCH IS IN EFFECT FROM
THURSDAY EVENING THROUGH FRIDAY EVENING. THE GALE WARNING HAS
BEEN CANCELLED.

* WINDS...WEST 25 TO 35 KT WITH GUSTS UP TO 45 KT THURSDAY NIGHT
AND FRIDAY.

* SEAS...7 TO 12 FEET.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 25 TO 33 KNOTS
ARE EXPECTED TO PRODUCE HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT.
INEXPERIENCED MARINERS...ESPECIALLY THOSE OPERATING SMALLER
VESSELS SHOULD AVOID NAVIGATING IN THESE CONDITIONS.

A GALE WATCH IS ISSUED WHEN THE RISK OF GALE FORCE WINDS OF 34 TO
47 KNOTS HAS SIGNIFICANTLY INCREASED...BUT THE SPECIFIC TIMING
AND/OR LOCATION IS STILL UNCERTAIN. IT IS INTENDED TO PROVIDE
ADDITIONAL LEAD TIME FOR MARINERS WHO MAY WISH TO CONSIDER
ALTERING THEIR PLANS.

","Coastal Waters from Port Clyde, ME to Cape Elizabeth, ME out 25 NM; Coastal Waters from Stonington, ME to Port Clyde, ME out 25 NM; Coastal Waters from Cape Elizabeth, ME to Merrimack River, MA out 25 NM",2016-12-27,20:27:57,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2222604-2085934,2017-01-25T02:42:19.000Z,Actual,Update,NWS Milwaukee/Sullivan WI,Winter Weather Advisory,['Execute'],Expected,Moderate,Likely,Winter Weather Advisory issued January 24 at 8:42PM CST expiring January 26 at 12:00AM CST by NWS Milwaukee/Sullivan WI,".MOSTLY SNOW WILL MOVE NORTHEAST AND OVERSPREAD SOUTHERN WISCONSIN
THROUGH MIDNIGHT. RAIN MAY BRIEFLY MIX WITH THE SNOW ESPECIALLY
NEAR LAKE MICHIGAN. 

TEMPERATURES WILL REMAIN IN THE LOWER TO MIDDLE 30S...SO 
SLUSHY...WET SNOW WILL LIKELY ACCUMULATE AND CAUSE HAZARDOUS 
TRAVEL OVERNIGHT INTO WEDNESDAY MORNING.

PERIODS OF SNOW...POSSIBLY MIXED WITH RAIN OR SLEET WILL CONTINUE
THROUGH WEDNESDAY AND INTO WEDNESDAY EVENING AS THE LOW MOVES 
THROUGH THE AREA. THIS LAST ROUND WILL LIKELY IMPACT THE AFTERNOON
COMMUTE...ESPECIALLY FROM MADISON WESTWARD.A WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL MIDNIGHT CST
WEDNESDAY NIGHT.

* TIMING...OCCASIONAL SNOW TONIGHT INTO WEDNESDAY AND WEDNESDAY
EVENING. THE SNOW MAY MIX WITH RAIN OR SLEET NOW AND THEN.

* SNOW ACCUMULATIONS...3 TO 6 INCHES...THE HIGHEST AMOUNTS
LIKELY IN NORTHERN PORTIONS OF THE COUNTIES.

* IMPACTS...HAZARDOUS TRAVEL FROM SNOW COVERED ROADS LIKELY TO
AFFECT THE MORNING AND AFTERNOON COMMUTES ON WEDNESDAY.","A WINTER WEATHER ADVISORY MEANS THAT PERIODS OF SNOW...SLEET...OR
FREEZING RAIN WILL CAUSE TRAVEL DIFFICULTIES. BE PREPARED FOR
SLIPPERY ROADS AND LIMITED VISIBILITIES...AND USE CAUTION WHILE
DRIVING.

",Green; Iowa; Lafayette,2017-01-25,02:42:19,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2250147-2114844,2017-02-20T20:14:08.000Z,Actual,Update,NWS Reno NV,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued February 20 at 12:13PM PST expiring February 21 at 4:00PM PST by NWS Reno NV,"* Timing: Winds will increase this evening. The strongest winds
are expected late this evening through Tuesday morning.

* Winds: South to southwest increasing to 10 to 20 mph with gusts
to 40 mph this afternoon...then 20 to 35 mph with gusts to 60
mph this evening. Local gusts to 80 mph in wind prone areas
tonight and Tuesday morning.

* Wave Heights on Pyramid Lake: 2 to 4 feet. Small boats,
kayaks and paddle boards will be prone to capsizing and
should remain off lake waters until conditions improve.

* Impacts: Expect hazardous travel conditions for high profile
vehicles along Interstate 80 and 580, and Highways 50 and
95. A few power outages are also possible. Strong turbulence
and wind shear could impact aviation travel.","Secure loose outdoor items such as patio furniture and trash cans.
The best thing to do is prepare ahead of time by making sure you
have extra food and water on hand, flashlights with spare
batteries and/or candles in the event of a power outage.

",Churchill; Storey; Pershing; Washoe; Carson City; Douglas; Lyon,2017-02-20,20:14:08,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2260631-2125195,2017-03-01T03:09:43.000Z,Actual,Alert,NWS Chicago IL,Flood Warning,['Avoid'],Expected,Severe,Likely,Flood Warning issued February 28 at 9:09PM CST expiring March 1 at 3:15AM CST by NWS Chicago IL,"The National Weather Service in Chicago has issued a

* Flood Warning for...
Southeastern Kendall County in northeastern Illinois...
Northern Will County in northeastern Illinois...
Northeastern Grundy County in northeastern Illinois...
Southeastern Cook County in northeastern Illinois...
Northern Lake County in northwestern Indiana...

* Until 315 AM CST Wednesday

* At 908 PM CST, Doppler radar indicated thunderstorms producing
heavy rain which will cause flooding. Two to three inches of rain
have already fallen.

Additional rainfall amounts of up to 2 inches are possible in the
warned area.","Turn around, don't drown when encountering flooded roads. Most flood
deaths occur in vehicles.

Be especially cautious at night when it is harder to recognize the
dangers of flooding.

Excessive runoff from heavy rainfall will cause flooding of small
creeks and streams, urban areas, highways, streets and underpasses as
well as other poor drainage areas and low lying spots.

",Cook; Kendall; Will; Grundy; Lake,2017-03-01,03:09:43,Severe,3.0,3.0,0.0
NWS-IDP-PROD-2143992-2002427,2016-11-29T08:53:36.000Z,Actual,Alert,NWS Taunton MA,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued November 29 at 3:53AM EST expiring November 29 at 7:00PM EST by NWS Taunton MA,"THE NATIONAL WEATHER SERVICE IN TAUNTON HAS ISSUED A SMALL CRAFT
ADVISORY...WHICH IS IN EFFECT FROM 2 PM THIS AFTERNOON TO 7 PM
EST THIS EVENING.

* WINDS AND SEAS...SOUTHEAST WINDS 10 TO 15 KT WITH GUSTS UP TO
25 KT. SEAS 2 TO 3 FEET.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 25 TO 33 KNOTS
ARE EXPECTED TO PRODUCE HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT.
INEXPERIENCED MARINERS...ESPECIALLY THOSE OPERATING SMALLER
VESSELS SHOULD AVOID NAVIGATING IN THESE CONDITIONS.

",Boston Harbor,2016-11-29,08:53:36,Minor,1.0,1.0,0.0
NWS-IDP-PROD-2260539-2125100,2017-03-01T02:40:18.000Z,Actual,Cancel,NWS St Louis MO,Severe Weather Statement,['Shelter'],Immediate,Severe,Observed,Severe Weather Statement issued February 28 at 8:40PM CST expiring February 28 at 8:45PM CST by NWS St Louis MO,"The storm which prompted the warning has moved out of the area.
Therefore the warning will be allowed to expire.

A tornado watch remains in effect until 1000 PM CST for northeastern
Missouri.","

",Marion; Monroe; Shelby,2017-03-01,02:40:18,Minor,3.0,1.0,-2.0
NWS-IDP-PROD-2252663-2117461,2017-02-23T02:57:05.000Z,Actual,Update,NWS Grand Rapids MI,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued February 22 at 9:56PM EST expiring February 23 at 4:00AM EST by NWS Grand Rapids MI,"* WINDS...SOUTHWEST 20 T0 25 KNOTS VEERING WEST 15 TO 20 KNOTS
TOWARD DAYBREAK.

* WAVES...3 TO 5 FEET OVERNIGHT THEN SUBSIDING 1 TO 3 FEET TOWARD
DAYBREAK.","A SMALL CRAFT ADVISORY MEANS THAT WINDS OR WAVES ARE EXPECTED TO
PRODUCE HAZARDOUS CONDITIONS TO SMALL CRAFT. INEXPERIENCED
MARINERS...ESPECIALLY THOSE OPERATING SMALLER VESSELS SHOULD
AVOID NAVIGATING IN THESE CONDITIONS.

",Holland to Grand Haven MI; South Haven to Holland MI; Grand Haven to Whitehall MI; Whitehall to Pentwater MI; Pentwater to Manistee MI,2017-02-23,02:57:05,Severe,1.0,3.0,2.0
NWS-IDP-PROD-2263234-2127676,2017-03-01T19:44:33.000Z,Actual,Update,NWS Morristown TN,Wind Advisory,['Execute'],Expected,Moderate,Likely,Wind Advisory issued March 1 at 2:44PM EST expiring March 2 at 12:00AM EST by NWS Morristown TN,".strong, gusty winds have been observed over the entire region
today, and will continue through the evening. Sustained winds of 
15 to 30 mph will be possible, with gusts up to 40 mph at times. 
Winds will shift to the west-northwest and taper off near midnight.* EVENT...Winds of 20 to 30 mph, with gusts up to 45 mph
possible.


* TIMING...Now through midnight Thursday.

* IMPACTS...These winds may down trees or tree limbs...as well
as power lines. Loose outdoor objects should be secured.
Motorists should be extra cautious to cross winds especially
when driving in the higher elevations.","A Wind Advisory means that winds of 26 to 39 mph and/or gusts of
40 to 57 mph are expected or occurring. Winds this strong can
make driving difficult...especially for high profile vehicles.
Use extra caution.

",Cocke; Sevier; Blount,2017-03-01,19:44:33,Severe,2.0,3.0,1.0
NWS-IDP-PROD-2244777-2109199,2017-02-14T20:34:52.000Z,Actual,Alert,NWS Gray ME,Small Craft Advisory,['Avoid'],Expected,Minor,Likely,Small Craft Advisory issued February 14 at 3:34PM EST expiring February 15 at 7:00PM EST by NWS Gray ME,"THE NATIONAL WEATHER SERVICE IN GRAY HAS ISSUED A SMALL CRAFT
ADVISORY...WHICH IS IN EFFECT FROM 7 AM TO 7 PM EST WEDNESDAY.

* WINDS...SOUTHEAST 10 TO 20 KT WITH GUSTS UP TO 30 KT.

* SEAS...3 TO 6 FEET.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 25 TO 33 KNOTS
ARE EXPECTED TO PRODUCE HAZARDOUS WAVE CONDITIONS TO SMALL CRAFT.
INEXPERIENCED MARINERS...ESPECIALLY THOSE OPERATING SMALLER
VESSELS SHOULD AVOID NAVIGATING IN THESE CONDITIONS.

",Penobscot Bay; Casco Bay,2017-02-14,20:34:52,Minor,1.0,1.0,0.0
NWS-IDP-PROD-2264347-2128629,2017-03-02T04:26:32.000Z,Actual,Update,NWS Grand Rapids MI,Flood Advisory,['Avoid'],Expected,Minor,Observed,Flood Advisory issued March 1 at 11:26PM EST expiring March 7 at 1:00PM EST by NWS Grand Rapids MI,"...The flood advisory continues for the following rivers in Southwest
Lower Michigan...

  Grand River At Ionia affecting Ionia County
  Grand River At Lowell affecting Kent County
  Sycamore Creek At Holt affecting Ingham County
  Red Cedar River At East Lansing affecting Ingham County
  Looking Glass River Near Eagle affecting Clinton County
  Maple River At Maple Rapids affecting Clinton County
  Flat River Near Smyrna affecting Ionia County
  Thornapple River Above Hastings affecting Barry County
  Kalamazoo River At Marshall affecting Calhoun County
  Muskegon River At Evart affecting Osceola County
  Muskegon River Near Croton affecting Newaygo County
  Chippewa River Below Mt Pleasant affecting Isabella County

...The National Weather Service in Grand Rapids has issued a flood 
advisory for the following rivers in Southwest Lower Michigan Safety message...Caution is urged when walking near riverbanks.

A flood advisory means minor flooding is possible and rivers are 
forecast to exceed bankfull.  If you are in the advisory area remain 
alert to possible flooding...or the possibility of the advisory being
upgraded to a warning.  Report observed flooding to local emergency 
services or law enforcement and request they pass this information on
to the National Weather Service.

Stay tuned to further developments by listening to your local 
radio... television... or NOAA Weather Radio station for further 
information.The Flood Advisory continues for
the Looking Glass River Near Eagle
* until Tuesday afternoon.
* at 10 PM Wednesday the stage was 5.4 feet.
* Bankfull stage is 5.0 feet.
* Flood stage is 7.0 feet.
* Forecast, the river will continue to fall.
* Impact, at 5.0 feet...River is bankfull.","

",Clinton,2017-03-02,04:26:32,Severe,1.0,3.0,2.0
NWS-IDP-PROD-2255622-2120348,2017-02-25T08:39:27.000Z,Actual,Cancel,NWS Jacksonville FL,Small Craft Advisory for Hazardous Seas,['Avoid'],Expected,Minor,Likely,Small Craft Advisory for Hazardous Seas issued February 25 at 3:39AM EST expiring February 25 at 4:00AM EST by NWS Jacksonville FL,"...SMALL CRAFT ADVISORY CONDITIONS WILL RETURN TONIGHT AND ARE IN
EFFECT FROM 7 PM THIS EVENING TO 10 AM EST SUNDAY...

THE NATIONAL WEATHER SERVICE IN JACKSONVILLE HAS ISSUED A SMALL
CRAFT ADVISORY, WHICH IS IN EFFECT FROM 7 PM THIS EVENING TO
10 AM EST SUNDAY.

* SEAS...6 TO 8 FEET.

* WINDS...NORTHWEST AT 20 TO 30 KNOTS.","A SMALL CRAFT ADVISORY MEANS THAT WIND SPEEDS OF 20 TO 33 KNOTS,
AND/OR SEAS 7 FEET OR HIGHER, ARE EXPECTED TO PRODUCE HAZARDOUS
CONDITIONS FOR SMALL CRAFT. INEXPERIENCED BOATERS, ESPECIALLY
THOSE OPERATING SMALLER VESSELS SHOULD AVOID NAVIGATING IN THESE
CONDITIONS.

",Waters from St. Augustine to Flagler Beach FL from 20 to 60 NM; Waters from Altamaha Sound GA to Fernandina Beach FL from 20 to 60 NM; Waters from Fernandina Beach to St. Augustine FL from 20 to 60 NM,2017-02-25,08:39:27,Severe,1.0,3.0,2.0
NWS-IDP-PROD-2264879-2129160,2017-03-02T16:17:06.000Z,Actual,Update,NWS Upton NY,Gale Warning,['Avoid'],Expected,Moderate,Likely,Gale Warning issued March 2 at 11:16AM EST expiring March 2 at 6:00PM EST by NWS Upton NY,"* WINDS AND SEAS...WEST WINDS 20 TO 30 KT WITH GUSTS UP TO 45
KT. SEAS 3 TO 6 FEET.","A GALE WARNING MEANS SUSTAINED WINDS OR FREQUENT GUSTS OF 34 TO
47 KT ARE EXPECTED OR OCCURRING. OPERATING A VESSEL IN GALE
CONDITIONS REQUIRES EXPERIENCE AND PROPERLY EQUIPPED VESSELS. IT
IS HIGHLY RECOMMENDED THAT MARINERS WITHOUT THE PROPER EXPERIENCE
SEEK SAFE HARBOR PRIOR TO THE ONSET OF GALE CONDITIONS.

",Long Island Sound East of New Haven CT/Port Jefferson NY; Peconic and Gardiners Bays; Long Island Sound West of New Haven CT/Port Jefferson NY,2017-03-02,16:17:06,Severe,2.0,3.0,1.0
